label,F3,F4,C3,Cz,C4,P3,P4,accX,accY,accZ
R,1.3442994615632800,1.6477244263030200,2.459069610442030,0.18579410874667000,1.4745459525519800,1.6983028700854900,2.4807549297467500,6.5625,731.5,-574.9375
R,-4.2416808975237900,-3.657360461652930,-2.708112615508900,-2.4904333059339000,-2.609219829059190,-0.9078342090339720,-2.292181094469920,17.8125,739.25,-561.1875
R,4.9659773127098100,4.443147152030850,0.5042400549629790,3.5745437784000400,4.8668555976700300,-7.533285443273530,-2.9278508433426700,13.25,750.75,-538.5
R,-9.662985947277320,-9.183809919688440,-3.257271638739610,-8.351428500675190,-11.852147352639000,6.431730590495480,-7.553179907950460,26.4375,724.375,-578.8125
R,9.188332320847140,9.207719352110710,4.3767236054811800,10.075067773862400,10.2880268151781,0.2553677041333430,14.583392083103800,-0.125,739.875,-552.6875
R,-0.7720684524332300,-0.7139722815685260,-0.43027493438028800,-2.9934330835978200,-0.8239868985772500,0.6106201197106510,-2.1867881947173400,39.3125,705.75,-604.375
N,-0.7639320156914240,-1.9584217555019500,-1.1079476733204600,-0.17938344072782100,-2.1248042228150300,-1.1564803516872900,-1.3076075575089800,4.375,733.3125,-564.5625
N,-3.0991839006914300,-2.2179814401747800,-0.3446392789797910,-2.049139077400690,0.047841148887053200,-0.30111463265856500,-0.7719202008330900,17.5,736.3125,-564.6875
N,5.800418234150790,5.194506225568870,2.4474288168236200,3.295985833471780,2.791184268826930,2.464032124423120,2.9090206629932100,4.1875,735.125,-569.9375
N,-5.148078480109180,-3.9115218861030900,-1.3349427188391800,-1.5354649578018700,-2.868788383890740,-0.10508746978156700,-1.340590676082490,3.125,741.625,-557.75
N,1.6006869427988400,3.63832998407206,-0.699194153992631,0.41094079268067000,1.7768515802094600,0.14738885483760100,2.571422048352890,1.4375,739.8125,-562.1875
N,0.1828783459286400,-7.326620671055230,1.144692556042460,-0.9994725992542960,-1.19929447750712,0.2949409118897400,-3.9701191159023200,2.5,738.75,-561.5625
N,-1.6214612953940200,7.198312948628030,-2.023389902178590,0.21600549575858000,0.25625136797046800,-2.3985867414855000,0.8417060445294610,2.9375,736.125,-565.875
N,1.1207801836742300,-3.700706189498840,2.7703963705268000,1.391482879776640,0.7344888610883800,2.4002143403077800,1.7144167262207700,3.625,739.4375,-562.75
N,0.03561623144787340,1.8673441939620800,-2.4409961949878100,-1.4987188343810800,-0.2873470374921200,-1.2922410787635600,-1.6729480042791600,4.875,739.875,-560.9375
R,-0.8566735528762890,-4.261500412919210,-0.5817714109837920,-2.6495504820477800,-3.6477007228112300,-1.2981210810067500,0.07357993699632990,4.3125,745.375,-552.875
R,3.5440603941279500,8.122203103465930,4.30152767435063,6.937065920332460,7.000742069305980,3.8671227438572900,2.0685522491691700,-18.25,743.625,-555.125
R,-1.6002358682208300,-5.886054392455000,-3.1599453070352700,-6.287257476532810,-5.883569409950940,-2.8033997314535300,-3.954412752338520,11.3125,744.75,-550.6875
R,-0.3426823225552310,2.706205274863600,2.8633485154762300,3.970093795039440,4.100930872850250,2.010917245212430,5.2045679423787200,-8.875,761.1875,-529.6875
R,-1.5580794420980400,-3.6422355676621100,-3.0786084229965100,-2.747529695689080,-2.0825836676551700,-1.8619020976550400,-4.934546117048970,-12.0,750.25,-544.6875
R,2.8381176934152300,4.848552945482370,1.414397920932560,2.8484626719933700,1.3130155376879400,1.6878716889276200,5.438970513161410,6.0,718.4375,-585.5625
R,-1.9534591312103600,-4.061519826593060,-0.8286146305151240,-2.8489446844405400,-1.6981845200948500,-1.742257249775950,-3.0849208321849200,23.125,711.9375,-594.625
R,-0.8758757515798840,0.6202707421635680,-0.6612732058439170,0.5287711692148860,0.20098074067171100,-0.30611801017793800,-1.2349594047444700,32.1875,722.75,-581.125
R,1.6563218847537800,1.419793707209570,2.6617093644889100,2.080404472236980,2.2064696489578200,1.4739308392635400,2.2757426647098700,9.6875,717.0625,-589.4375
R,1.9045777653256200,1.5992613631285300,-0.5641313880413390,-0.5435665711174860,-1.5615195081532400,-0.18714235443570400,0.3037634723196920,42.25,708.4375,-598.25
N,-1.1706371070263900,-0.833519142354487,0.04118779718770930,2.4582158423133700,3.4956548002182100,1.5023085835495900,-0.12684258605002700,20.875,740.6875,-554.125
N,-4.968045437185580,-5.485055154171180,-3.4776269461252800,-5.873305350509830,-7.017359838012570,-3.9501209934544600,-3.4419466786038800,13.5,737.5,-563.5625
N,2.3480648812835500,2.228549590134,0.9398978661037060,1.4066537884918600,2.4003896318178800,1.163723257718550,1.3025707469851900,9.4375,745.5625,-551.6875
N,1.5898555280395500,2.7231290845925500,1.7735079087033900,1.5394967983680200,1.1021473765148300,0.935394589541091,0.9768042919847240,3.8125,748.125,-548.25
N,-0.014388471927509700,-0.3733226285387310,-0.9182355799449620,-1.011826046091640,-0.17880479729848900,-0.5038837259278710,0.17773538760618400,7.5625,729.875,-576.0625
N,0.32864924665244000,-1.0653153593667400,0.5920180011777330,0.28926612733524500,0.13615349602436000,0.08537094946267510,-0.6538825044001730,3.25,733.25,-571.75
N,-2.4984316913675400,0.5936923621970220,-1.2876907703560000,-0.4029559700015650,-0.6621260971369900,0.38738431651675800,-0.4881782989751230,1.4375,735.3125,-567.9375
N,4.359834879164600,1.8071102647466100,3.6014896739926400,3.267438345257400,2.2196439223104400,0.49769878004670000,1.985495610878560,2.1875,739.1875,-562.75
L,-5.122056593852250,-3.7053889273126700,-4.94859970473813,-5.0386917530734100,-3.6700639245461800,-2.7705569936813000,-2.590292978631400,1.8125,734.9375,-567.25
L,2.557753089621910,1.1030290270429700,1.8731723759474600,2.150742715601700,0.6088439815542360,1.8755261310140600,1.2606813452954700,10.0625,740.1875,-561.4375
L,-1.17158245326406,0.9778139658954370,0.8007399443476320,0.8407517978457500,1.3165615138376600,0.022142280421285700,-0.11845356703879300,25.25,761.4375,-525.4375
L,2.0460521884250400,-0.09066927671718830,-0.16588487504014300,-0.29003275041933900,0.29872575010169700,-0.3016449112760230,0.8150579384661900,2.5,759.0625,-532.4375
L,-0.9616794294129510,0.32807849664056600,-0.5405728889785130,-0.00874673479225885,0.00015903428531771600,-0.5934170536895420,-1.9342258360037600,-40.8125,783.5,-494.4375
L,2.9539986224681700,0.6086190054053510,2.053147507380170,1.2007269116268,0.08460757100775750,1.9876934131990300,1.778376099316970,4.75,760.3125,-531.5625
L,-3.2928982696775500,-1.7852582931925100,-1.690193896610660,-2.1258175811252000,-0.09707095274370410,-1.2780193927526600,-0.4950992649861450,-17.4375,771.125,-516.125
L,5.130747667448070,4.012891422238640,3.3213788607038700,2.4051374550050600,1.031122486742260,2.3504724841359100,3.0026952002342200,-6.5625,791.4375,-483.25
L,-6.268415181555580,-3.2736807678673400,-4.084840926326630,-2.322562336275370,-0.8992711450910230,-3.2095635916226900,-3.302736974570710,-53.4375,780.0625,-500.75
L,2.8154564343516000,-0.24526534095101200,1.9035541050530000,0.45757029121278200,0.48961455053997400,3.007311306877280,-0.3393507727316720,17.8125,762.8125,-525.5625
L,-2.088552774065480,-1.1930966175720000,-0.6364532875974860,-0.1836933705535510,-1.1881045776646500,-3.119968982346030,1.095927925288260,-50.75,769.5,-517.5625
L,3.0805739381426200,4.1274445521436,1.372185017534360,1.9100176912413700,2.2112912215883200,2.6313821209362000,0.11829889786231900,37.8125,790.0,-485.0625
L,-4.636858286338380,-7.466504649536090,-4.458997307630370,-4.342627425099780,-5.597044777407110,-3.494478189817150,0.3251072572560750,-39.75,787.375,-494.8125
L,0.9142489341064050,4.145072086917610,1.7441007623666800,1.3621771254605300,3.118081090524900,0.5326527560889370,-1.9753357366049200,87.625,825.4375,-423.1875
L,-2.165816115707560,-2.4657170985557600,-1.629164633734840,0.007798742058115750,-0.9493836665958970,-1.4459899472987300,-1.5037554346912400,14.8125,795.75,-483.8125
L,5.519050002144540,5.714631988530400,3.3558233197616200,2.6574248375750100,2.0693109752609800,4.148258388615260,4.52921585932311,15.1875,787.6875,-487.375
L,-5.775551256315330,-5.495670817516460,-4.212740828903750,-3.360592374347510,-2.8238464390142100,-4.756979949089760,-2.6390542689645500,-5.6875,776.6875,-507.375
L,3.5474040854104100,4.144100251638050,3.190900871506260,1.8270073479001800,2.9371722791436600,4.60892844327258,2.2418794645316400,7.5625,751.75,-542.625
L,3.2682462447508600,-0.01976424894389530,1.7736731620203800,1.6944719396536800,-0.05081770368847540,0.3265859913887420,-2.4266469594061500,15.6875,770.0625,-519.875
L,-3.5824634001884100,0.7834317263572030,-0.38232165139006600,-0.6909803568603810,0.8042702235006740,-0.906836713323754,4.2860365180193300,-17.0625,773.125,-511.5625
R,-0.311887834640293,-3.6019482127774300,-3.0809968328559500,-2.865567091588860,-3.4007039266464000,-2.9048359051660900,-7.259400715439220,15.8125,764.3125,-526.5625
R,0.4647700796272310,1.9940376923819700,2.555141834725860,3.982370368047840,3.4109284033571100,2.849405414217960,5.981862339782600,-9.6875,780.75,-499.125
R,0.4277817059635750,-1.1125456928234100,-1.1989675246800700,-3.0727819145030700,-2.25468413019074,-0.9323803534340240,-3.5284392541965200,10.6875,756.75,-536.125
R,-0.8061634484948420,-0.4216180092050140,1.4450170666678500,1.508041753346650,0.6008391480589540,2.8762573941483700,2.473700771833540,-18.6875,772.5,-512.0625
R,2.0820724847995800,1.8133219890661200,-0.427138963514034,-0.6993602860007540,0.8032979276810740,-2.1649728860183300,0.02140818693023450,37.0,750.625,-540.625
R,-1.3290124572249700,-0.6533939037365400,0.03135040937247370,1.1023669226465000,-0.2024613400387840,-0.61499619452821,-0.24793486634642900,22.0625,780.25,-501.6875
R,-0.388425239306179,-1.2252518007873300,-1.179503516303370,-1.5008938197256200,-1.8490232293969800,0.04254596744100200,-4.092554336354300,21.4375,767.625,-521.0
R,-0.16016527128975300,1.0234122095081800,0.652836870612841,0.4993111296827720,2.467504799227840,-0.8469519991561850,6.430695367805860,40.25,747.5,-550.5625
R,-0.8567046667964020,-1.367502647313360,-1.2232384069247600,-0.5662037975970650,-2.955499488082260,0.3214531482153730,-4.146242798090780,4.6875,764.375,-519.5
R,0.6792157144432780,0.5829457393750690,-0.009080466352140090,-1.0728460459647600,0.3975564203733530,-0.19888455154051000,-0.46022675609815400,59.25,753.75,-540.6875
R,2.5549080418621400,2.461752998393680,3.909376042122610,5.627640893232250,4.196816545211470,3.9503192959783300,3.0978314360364700,15.4375,775.375,-508.75
R,-1.9834016752642900,-2.731586271772740,-2.742648045760410,-5.158350520404320,-3.849469747978960,-3.2592071896680400,-4.147677948570590,37.5,745.5625,-553.25
R,-1.012423263026200,0.8886329012740740,-0.40848052221695400,0.9511926975272520,0.6024125280788110,0.6299226617237220,2.8470861564832800,26.375,745.375,-547.6875
R,2.855748430075870,1.845326644385100,1.28137918320696,1.931330595516630,1.5611274557129400,-1.3732717419091,-0.6131552330609030,4.625,742.375,-554.0625
R,-2.331890152974720,-2.747656415004050,-1.8695818511192900,-2.3184599177378800,-1.800435331801860,1.4979099605701300,0.7397795952830640,38.25,734.75,-566.875
R,2.5059555655127700,3.458455523460070,3.3485107759453200,3.5362421358954600,2.9160419371398400,1.0366195895567400,2.330203755743110,3.25,778.25,-507.8125
R,-4.713510228265130,-6.440819045675170,-5.296674193548150,-5.533270536876600,-4.807349149033410,-4.8925234451492600,-7.964820093544130,25.4375,749.25,-541.6875
R,5.583974635379490,7.8979783409581400,5.632780000450570,5.5595487274968800,4.655803100808620,6.628785608237240,9.380139157601630,30.9375,748.5625,-544.25
R,0.6610428278144170,-2.8951003700193100,-0.5968742246047450,-1.0348677843645000,-0.6222310187920230,-1.787629899412040,-3.5883217379437200,43.75,742.3125,-556.375
N,-2.505835370336270,-0.28673128840603000,-1.4160886037615200,-1.6124358734721100,-1.6667564859243600,-0.26425742414506700,0.6250920560917290,32.3125,749.5,-545.625
N,-2.2544638494699000,-1.018243842075860,-1.8554620220404600,-0.8669652514689810,-0.036719288164439600,-1.353663298728830,-2.245945160539040,32.375,728.9375,-575.375
N,1.2364502163249700,-0.2205278141362530,0.8802557053917470,0.34702051793495800,0.2742333353792070,0.35641591971602700,0.6139132871090290,35.75,736.4375,-563.0625
N,-0.19535393210820800,0.6233984398369260,0.22079068094376600,1.2160201639851100,0.5596194272552730,-0.043817804796699900,1.1625266283967500,28.6875,747.5,-547.875
N,0.08414912861848300,0.038444067580301700,-0.5934453900273760,-1.3729909898430700,-0.5337460152885740,-0.451761659401729,-1.4051039449339300,26.6875,747.0,-549.5
N,1.2817132365513300,-0.4197429436182030,0.6022107617674440,1.0689697895254200,0.6302018308057300,0.20690903301247400,0.6766391084994910,19.5,748.125,-547.9375
N,0.8809193296998490,1.4398968724585700,1.3690743224388000,0.24926583146048200,0.8382549361563150,1.0351436556887100,0.7148981504595660,14.0625,746.4375,-548.75
N,-4.8873351095011800,-3.70402156615457,-2.947885260762520,-2.2985238696195800,-3.2724566688252700,-2.121430331211500,-3.029212729389880,8.3125,735.0625,-570.0625
N,7.435249460317700,6.340675905289110,4.156629328493910,4.681293402476940,5.0800646870315600,4.216564014093080,5.08082656232895,5.6875,738.25,-563.4375
N,-7.588663886004960,-7.345945588127020,-4.274770540257270,-5.517785947207490,-5.728575565008280,-5.229242409191070,-4.160361561221490,5.0625,740.8125,-560.9375
N,7.6138778942137,8.347986144098880,5.3107072624479500,5.8874509321877800,6.046781266004880,5.615641129442980,3.695384873350090,5.0625,741.1875,-559.4375
N,-4.296416519078270,-1.7576422251623000,-3.6458619153940300,-1.4604837556499500,2.1046190345051100,-5.525854910293380,4.767324104327000,3.625,741.125,-559.8125
N,0.1338724510840850,-5.105581936640030,2.5063310345084100,-2.0627833524020700,-6.405797853283280,5.868129317923980,-7.2770475104557100,2.5,741.875,-560.125
N,-0.06571250811713030,2.565268943224070,-3.1295185391154200,-0.36105415131652400,0.048811516144326800,-4.361621955889620,-0.14157314906195200,2.5,741.75,-560.9375
N,1.071183225541680,-1.6355651443100500,2.5957786136349000,0.9747337314237840,1.1451613105391500,2.7704508925338000,0.9235788415355440,2.5625,741.9375,-558.625
N,-2.5009637353876700,2.954886202321660,-3.1629239854563500,-0.8673269958048060,-0.3169879146728310,-4.377199140284190,-0.49831996196565900,3.3125,743.75,-555.0625
N,2.2713634277819700,-3.4686547451408100,1.1116612367561200,-0.06652180236693810,-0.7021818968835180,2.8404729100233700,-0.8098583504363630,3.875,748.3125,-550.4375
N,-0.4138854565493980,3.613055865444580,1.2188801932649500,1.750310585969840,1.3835636229242000,0.00981203231143195,1.4693343165897800,3.375,749.5625,-546.4375
N,-1.023586484581170,-4.225046406234730,-1.1084072084515400,-2.8846670249925000,-2.040601030432550,-0.35193280492500300,-1.5134343567451000,1.25,749.4375,-547.125
N,-1.4314875093833200,1.4010857507129400,-0.5682261657299230,1.0402945839784600,0.4826820919552820,-0.5109844881757000,-0.34557990642454000,0.9375,748.8125,-550.125
N,1.8644245910824500,1.2018028655064400,1.105110363961200,0.9542759029240310,1.1230007422646300,0.6376717720190880,1.2856528383338600,3.4375,748.625,-549.3125
N,0.19069884394006900,-0.2350076337636310,-1.0234701301341200,-0.41419089163932500,0.713263020412353,-0.6641713604373180,-1.1670548874284100,5.875,749.9375,-545.5625
N,-2.589883484581560,-2.91663629392879,0.5582155534114430,-1.846314261041330,-3.6149404623910100,0.98976967910456,1.4577876244194500,5.3125,747.5,-550.9375
N,3.764678544445310,4.986198866884760,1.6117924026599900,3.857023707018890,4.662907272263260,0.5284367122820650,0.006689052711655220,9.1875,745.625,-552.3125
N,-0.27375309093596600,-1.906496725992070,-0.7282677173082830,-1.9053047862983700,-1.9069836030028800,0.3643264214089980,0.43508556996337200,8.6875,748.6875,-546.5625
N,-2.598207671358500,-0.4697928149372580,-1.1857014684517000,-0.31106189094582900,0.1550965192916860,-2.2670703424214700,-0.5716416356651720,10.8125,751.3125,-541.875
N,2.2635586841298300,0.14645923407851800,0.42592233195200400,0.399240557183458,-0.5664925137677030,1.1386677782847600,0.11509596112416500,9.25,744.3125,-554.75
R,0.720652723620819,3.0719309138413200,0.48009431739053000,0.09170881498895960,0.41237093290141500,0.9766697562980350,-0.11645314596524300,19.5625,754.25,-536.5625
R,-2.950028975036550,-3.9092709904420200,0.3096043987252300,-0.20477860311233700,-0.21116968717755000,0.40076322965253100,-1.804013778526990,6.125,759.8125,-536.5625
R,1.623524336115430,0.21216315703666400,-2.1366721297395300,-1.7227719674383800,-1.1949918669224900,-3.3834589402148400,2.4315596027541100,15.0,753.75,-540.0
R,-0.8553874735720980,0.8022537296116710,2.115327004750660,1.9489209187228200,2.0084498648326700,2.938657785424630,-2.5405438824950300,43.3125,741.125,-555.0
R,2.9380323219847400,0.07674014534212730,-0.12186018019438600,-0.7186963846444010,-1.0789557309028300,-1.4483007159344400,1.2150764623051500,33.375,753.9375,-537.5
R,-7.374128523073840,-4.093217490594130,-3.1124057119981100,-0.7232071621445370,-1.2994208041025300,-0.1605025404361910,0.2882652532995940,21.625,736.625,-561.3125
R,13.03314416182960,10.2725248225584,6.7518545051934,4.880009670161080,5.624708891172490,2.4420982406040100,1.9668810729898200,-9.875,778.25,-501.9375
R,-14.3367543370879,-10.324782091285500,-7.360538621379450,-5.936812099023430,-6.783556281827270,-4.233289499783420,-3.6283848661668200,22.625,767.0625,-519.875
R,11.590880761799300,7.9190738545346600,6.4231388988114700,4.556602152167420,5.19756104114559,5.667573544668160,4.67634859125717,22.8125,757.4375,-534.8125
R,-8.585421846306700,-6.489545257675950,-6.917405378454950,-5.815315175727230,-5.265126462231190,-6.810780058184120,-6.365565118833880,74.4375,728.4375,-571.6875
R,5.227696726504040,3.477762106771050,4.948509194815930,4.600968318620370,4.861091384819930,4.757047714672110,4.674321037625610,31.25,739.125,-556.375
R,-4.216302574225600,-2.5687768407387300,-1.994575769895860,-1.7013994555353700,-2.8180633594172000,-2.1030638267185100,-2.510755704261990,33.4375,741.25,-556.3125
R,4.907537414643710,3.8150317100933700,1.8683951519120500,1.3461649974664200,1.8574058993827400,1.724485382313380,3.0375611685567100,39.8125,773.8125,-508.5625
N,-6.8762137396113400,-5.645745828423740,-4.123241687170900,-2.8996589122691200,-3.616344588446670,-3.295758474357810,-4.819799822655530,51.0625,761.375,-522.875
N,12.618902817441700,9.49477145700408,8.44050062877509,6.872141826306390,7.302259949963910,5.251811867753910,6.738472353641790,18.1875,772.875,-507.875
N,-8.94207236531423,-7.529664309333340,-5.908112390598410,-5.161708183563070,-6.338423780490800,-3.630121330947120,-6.110271535210680,50.5625,756.6875,-534.875
N,1.569951942519430,2.4706367333119000,0.9645782562158260,0.9144149657187310,2.1282275916504000,1.1906579390227800,4.3335038163272000,8.875,754.8125,-532.125
N,-0.5874514649237910,0.4818916209393080,0.49389786403479000,0.851250494017892,0.2565992255740580,0.8517985727321590,-3.7103143480516100,35.625,735.125,-566.0
N,-0.6376276570584040,-2.063749054207070,-1.778103570768890,-2.100944127888720,-1.0839789701693000,-2.677404288477900,3.308969797519450,32.75,732.1875,-570.0
N,-0.017542689398379900,-1.0429386154892500,1.3718921549031700,0.895086983221019,0.24598995752657500,3.139545526715240,-1.096451321581520,22.0,736.875,-564.25
N,-0.48032671101387600,1.5954618053877200,-1.320413859236250,-0.9709778675335260,0.5623719217715480,-2.5977061056132400,-0.5953074886599240,13.125,741.5,-559.125
N,-0.9013905367727430,-2.0737873950199700,-0.8523942169071580,-0.27261459926929100,-2.227928994829330,-0.9381924088817130,-2.3576488163331000,9.25,745.6875,-551.875
N,5.290745050109330,5.437243321618590,4.099047459904360,2.9119855403851300,4.043286246330420,3.6398917536204700,3.920889462969260,10.3125,743.0625,-555.5
N,-6.266114921766130,-5.362127316354900,-3.6745079636734600,-2.8402958364064800,-3.4864147675373600,-2.587015286905300,-1.982113190938470,13.375,752.9375,-537.75
N,3.635158717688150,2.5094590623751600,1.3047587290288200,1.767128324312450,2.1568176519005100,1.6243768886435900,1.765722739847160,12.8125,749.9375,-546.0625
N,-0.8309109946261150,0.08845014726259890,-0.4161358781004480,-1.2022177359621600,-2.202348632037190,-0.4017741928012200,-1.9552655299059500,9.4375,749.75,-545.875
N,-0.9043577014218570,-1.8900009244897300,-0.4896319550758090,-0.44029858340438300,1.5219474253117300,-1.7398181980521700,1.1083153968965200,8.5625,750.375,-544.5
N,-0.6438194266495940,0.6472054468497710,-0.8708978663949810,0.14503464561295400,-1.1662856034872700,-1.1160222244465400,-1.0965150846806500,6.1875,753.125,-539.5
L,1.7106363317417500,0.44770962560426800,2.3592887764587200,1.0246639251281200,0.8146811019061240,3.245369159141440,1.1983562089798200,6.4375,755.6875,-532.625
L,-2.2394820699766800,-3.0986990623717500,-3.375970332477430,-3.3364279507480500,-2.732801522911560,-2.4396104093443300,-2.2432143658932300,7.3125,754.4375,-535.75
L,1.418367838339380,4.800810780459860,2.030678551594320,3.5638338438266900,3.1015912048643000,0.7579202117897470,0.8832080485308680,19.3125,764.9375,-521.8125
L,-0.49342247141570700,-3.39530039066136,0.3494382635577150,-1.0820391236257700,-1.262551960753530,-0.20314597061006400,0.8923228868111850,14.0,777.3125,-508.375
L,2.098188322871680,4.279220117342600,0.3570755627268440,0.765552083228757,1.2740678040065500,1.1995657863227900,1.6070320015839500,-14.6875,761.875,-526.5
L,-0.7292597053763030,-3.072707447000950,0.6999106099214150,-0.7755011948764090,-0.08868356815763040,0.023275096858062300,-1.5705829386487100,-10.4375,758.75,-533.8125
L,1.8045182722467400,3.373447069183580,0.7145775456722300,2.4323419733415200,1.8142176735905300,2.716246736796360,2.432171058961050,-35.5625,761.875,-527.25
L,0.2053574959530910,-2.6590321410167200,0.9999933794172520,-1.6929695588367400,-1.6954628902384000,-1.7053688517921900,-2.0449771503542100,17.8125,784.0625,-491.9375
L,-3.173538101196160,-0.1636926107171260,-3.9474129693820700,-0.9205435063930500,-1.5944769092385100,-2.117816546984840,-1.6341479797375000,-47.0,758.8125,-534.1875
L,2.441295196964780,1.218713130595970,4.089129371722160,2.2858640312598500,2.5946938709044000,3.862114201866880,3.753631963809360,17.6875,771.0,-514.5625
L,-3.246400119684640,-3.106361354353290,-3.883872084739580,-2.1629074610811700,-2.130420372052270,-4.241218329434690,-4.154806169751180,11.0,759.4375,-532.3125
L,2.496090115095790,3.261558752751600,2.175725877902460,0.5949330730703050,0.5532845779192720,1.8726797894216600,2.591807476132120,7.3125,782.0,-497.5625
L,-0.5146349980069810,-2.8193916994461400,-1.681162048967990,-0.17431191554089800,-0.7746909585501410,-2.9787301931850300,-2.5503612151284400,-39.3125,768.625,-523.1875
L,-0.013963554658461800,2.624851626735810,1.5831480603489000,0.9796433916356810,1.5083318699837100,3.1166651101414600,-0.12660639291290400,-5.5625,774.5,-506.4375
L,-0.3959610094060060,1.237796604738220,-1.6368295978177800,-0.14286504658801600,-1.3232456555225600,-1.400614716722930,2.477579265365880,-19.4375,768.5,-521.0625
L,2.9889192534274700,0.6177037464738370,2.07835908301384,1.3685170739875600,3.152208740945840,1.2577519103598400,0.26427297739120300,-30.4375,784.125,-496.125
L,-3.9293727564254000,-5.54395452232798,-2.056359767308570,-1.7352063778018600,-3.325715432479820,-0.8079605597624790,-1.1429757241316600,6.3125,792.25,-488.875
L,4.737189272478670,8.243136641733970,2.394032368438780,2.1239310279536800,4.363913423461260,-0.8217656537236890,0.5011679252383600,-21.3125,795.4375,-481.8125
L,3.903579920565980,-0.371305500435943,3.7310340309238300,1.796470835623400,-0.14522918439553900,4.862651536709160,1.9576279454321600,36.6875,791.75,-478.625
L,-7.619676159211860,-3.945209950217810,-6.068044085145500,-4.400562100963890,-2.9980920713210200,-5.199597893555230,-4.718175735176050,-16.625,760.8125,-535.3125
L,11.52038531762290,5.5802793411134,8.45434624248024,5.284137422327060,4.423774443866950,6.558524665471110,8.104123470999050,110.375,801.6875,-445.5625
L,-17.601033522198000,-11.182069845570000,-12.256186622125200,-9.344637163111250,-8.40429622800969,-8.715199263313630,-12.148517656048000,32.6875,790.25,-501.9375
L,11.996390675111000,8.181610129402640,7.632148000127520,7.415473870743820,6.631447589918620,5.816126787942800,7.951816751709590,39.375,801.625,-467.25
L,-8.445617403195670,-4.9501209462638600,-4.719968963711940,-4.045293481067770,-4.8813106646619300,-4.381528511006110,-3.276819432396430,-10.5625,789.25,-494.625
L,3.317293319653360,1.5380542698357600,2.0604984703965100,-0.052744503123467000,1.680243303796490,2.171543131023830,1.6711063986621700,44.6875,778.125,-497.125
L,-6.705857852924630,-4.602665756579150,-4.176562316679170,-2.049526403352000,-3.051353806499280,-3.5012069118417600,-3.6943792800398000,-3.375,771.5625,-519.5
L,4.785201942508210,2.368783888369390,3.335139652573860,2.8084934492009800,2.3390657463699500,3.197835610081710,3.615621535529310,-1.5,761.6875,-523.25
N,-3.0758023077496900,-1.225771820485420,-1.7604663465964700,-1.5114660668317600,-1.3578664776033500,-0.29556461706641500,-0.08227665194972590,-7.1875,738.625,-563.1875
N,4.715755591180360,1.2197956131274300,1.5751431184357400,0.7996967503420410,1.610264355118110,0.15603815809758000,-0.767091080819426,-0.4375,723.4375,-586.75
N,4.012618322004640,6.3299243258777800,2.981576450796790,3.331925570894700,3.2549989605966000,1.3434097438665500,2.9970755017818900,-3.0625,716.375,-592.25
N,-5.9005913105239300,-5.865628644262620,-3.122191463169120,-3.505371467058540,-4.067672718614670,-0.6770405600706530,-3.1942106020038600,-3.5625,733.3125,-572.9375
N,-2.412576533953750,-2.613730363932710,-1.8758701360082700,-1.8444595350278000,-0.9267278331434750,-2.9843137182662800,-0.7511737042701610,10.8125,750.1875,-542.5625
N,4.605438936692500,5.1288281584648900,3.3384183124975100,3.952675016553240,3.423127288244160,3.512222587870910,3.284615793382330,6.1875,746.5625,-552.875
N,-2.0848713881322900,-2.380565897109490,-1.6625301968101500,-2.427274560578020,-1.928352931919990,-1.6128876383315700,-3.6245553954487900,0.0,756.1875,-536.5
N,0.31455696995490300,0.40183184045694500,-0.17222534236953300,0.35093906489618900,0.7175175703316540,-0.20681191094324900,3.104443243625800,3.3125,759.375,-529.4375
N,-2.525674265798380,-0.8414033861244740,-1.2818138375054900,0.18207053730509100,-2.1508353235278000,-1.9775802693936100,-2.258173257321980,19.875,742.1875,-559.9375
N,10.55136860328830,6.001850672499600,9.2357634979067,4.213063518466900,5.7299892107764500,11.997918161517900,5.321433839091500,11.625,747.625,-548.75
N,-4.855786555378400,-0.5597331876821590,-4.953856332171700,0.9291148269670120,0.2869870238261480,-10.236009593729700,-3.0980787598471900,24.5,757.25,-532.5625
N,-6.520380897125860,-7.5886116461393600,-6.60422103963723,-8.67190679959749,-7.274830233443820,-2.6570073300092000,-15.720023946364600,21.25,749.75,-545.375
N,7.603808338351680,7.5436264778654700,7.08212933868221,7.426443091148090,6.223386720909610,3.9077434904540600,8.670555510973500,27.5625,754.5,-535.875
N,-3.5396392250441000,-2.0528443752186000,-2.255951100738850,-3.946374380306160,-3.32529657474504,0.4977659538575720,38.79403416003050,40.625,756.0625,-534.5
N,4.67013458246349,-5.7587190132475400,6.674186468534390,6.398636359263980,4.425770549565230,6.523756039908310,-56.2795389175536,40.25,751.75,-542.4375
N,-9.013966740237110,5.002768397155250,-13.013080234143100,-10.640195752360600,-6.3058011827220600,-13.43630067963260,13.39400562870220,29.625,760.375,-525.4375
N,11.42488535190930,4.777293449392240,10.642568655228500,9.60714299705172,5.8838704414754,8.360152761059860,10.500628885898200,14.0,760.125,-530.5625
N,-8.608634255502550,-9.652412176368730,-4.133753089550520,-4.362942995356500,-3.350334388394000,-0.6340493861288240,1.8031443758071700,8.375,763.5,-525.0625
N,6.410055377286640,8.613986837602840,2.1034717857435700,2.370434825203450,2.1949443793252000,0.3926352496864900,-0.1394262968833920,7.5,770.125,-516.25
